NUMLS;SOB;TARTO;SUMTO;SUMTO_check;PROBLEM_FLAG
40068394;30.6;34.54;1056.92;1056.92;0
40036873;52.7;44.79;2360.43;2360.43;0
40036897;58.9;44.79;2638.13;2638.13;0
40069231;48.5;34.54;1675.19;1675.19;0
40069927;48.8;34.54;1685.55;1685.55;0
40069928;32.7;34.54;1129.46;1129.46;0
40010538;46.1;44.79;2064.82;2064.82;0
40023381;56.4;34.54;1948.06;1948.06;0
40069736;69.5;44.79;3112.91;3112.91;0
40069837;48.5;34.54;1675.19;1675.19;0
40069686;37.1;44.79;1661.71;1661.71;0
40068771;40.5;34.54;1398.87;1398.87;0
40036882;48.2;34.54;1664.83;1664.83;0
40023400;37.7;34.54;1302.16;1302.16;0
40068328;40.8;34.54;1409.23;1409.23;0
40068622;18.6;29.99;557.81;557.81;0
40069009;44.2;34.54;1526.67;1526.67;0
40069095;58.3;34.54;2013.68;2013.68;0
40068545;40.0;34.54;1381.6;1381.6;0
40013280;68.1;34.54;2352.17;2352.17;0
40010485;59.0;44.79;2642.61;2642.61;0
40010633;47.1;44.79;2109.61;2109.61;0
40068378;30.7;34.54;1060.38;1060.38;0
40068686;49.3;34.54;1702.82;1702.82;0
40020573;71.1;34.54;2455.79;2455.79;0
40069003;44.1;34.54;1523.21;1523.21;0
40068741;46.7;34.54;1613.02;1613.02;0
40020571;30.6;34.54;1056.92;1056.92;0
40070510;30.1;34.54;1039.65;1039.65;0
40070506;61.6;34.54;2127.66;2127.66;0
40036918;30.3;34.54;1046.56;1046.56;0
40023378;39.3;34.54;1357.42;1357.42;0
40070513;43.8;34.54;1512.85;1512.85;0
40069055;48.4;34.54;1671.74;1671.74;0
40070553;72.7;33.67;2447.81;2447.81;0
40036850;37.5;44.79;1679.63;1679.63;0
40010501;59.9;44.79;2682.92;2682.92;0
40010684;59.6;44.79;2669.48;2669.48;0
40068621;33.1;29.99;992.67;992.67;0
40068623;37.4;29.99;1121.63;1121.63;0
40069849;48.9;34.54;1689.01;1689.01;0
40069685;67.8;44.79;3036.76;3036.76;0
40023394;56.6;34.54;1954.96;1954.96;0
40069847;32.3;34.54;1115.64;1115.64;0
40070465;30.8;34.54;1063.83;1063.83;0
40010496;47.5;44.79;2127.53;2127.53;0
40010671;44.4;44.79;1988.68;1988.68;0
40036859;68.8;44.79;3081.55;3081.55;0
40068618;35.9;29.99;1076.64;1076.64;0
40068985;44.5;34.54;1537.03;1537.03;0
40069012;39.3;34.54;1357.42;1357.42;0
40069970;57.2;34.54;1975.69;1975.69;0
40036798;41.0;34.54;1416.14;1416.14;0
40013352;67.1;34.54;2317.63;2317.63;0
40069130;47.5;34.54;1640.65;1640.65;0
40069477;74.5;44.79;3336.86;3336.86;0
40069978;48.2;44.79;2158.88;2158.88;0
40013299;53.8;34.54;1858.25;1858.25;0
40069413;62.1;44.79;2781.46;2781.46;0
40067821;55.9;30.86;1725.07;1725.07;0
40069836;32.3;34.54;1115.64;1115.64;0
40068939;26.2;33.67;882.15;882.15;0
40013310;38.8;34.54;1340.15;1340.15;0
40068317;60.9;44.79;2727.71;2727.71;0
40069710;71.6;44.79;3206.96;3206.96;0
40068794;44.2;34.54;1526.67;1526.67;0
40069880;48.4;34.54;1671.74;1671.74;0
40068640;35.6;29.99;1067.64;1067.64;0
40070530;48.4;34.54;1671.74;1671.74;0
40010594;60.1;44.79;2691.88;2691.88;0
40020538;74.1;34.54;2559.41;2559.41;0
40069014;58.6;34.54;2024.04;2024.04;0
40023385;56.2;34.54;1941.15;1941.15;0
40010515;31.8;44.79;1424.32;1424.32;0
40010533;47.5;44.79;2127.53;2127.53;0
40068321;60.7;44.79;2718.75;2718.75;0
40036883;32.7;34.54;1129.46;1129.46;0
40068553;30.3;34.54;1046.56;1046.56;0
40069751;37.4;44.79;1675.15;1675.15;0
40068645;13.8;29.99;413.86;413.86;0
40013314;39.2;34.54;1353.97;1353.97;0
40069497;35.0;44.79;1567.65;1567.65;0
40069724;53.1;44.79;2378.35;2378.35;0
40013327;53.6;34.54;1851.34;1851.34;0
40010685;32.3;44.79;1446.72;1446.72;0
40023391;39.3;34.54;1357.42;1357.42;0
40068723;30.5;34.54;1053.47;1053.47;0
40010509;59.9;44.79;2682.92;2682.92;0
40010574;59.1;44.79;2647.09;2647.09;0
40013284;68.1;34.54;2352.17;2352.17;0
40069396;60.7;44.79;2718.75;2718.75;0
40069939;57.5;34.54;1986.05;1986.05;0
40069997;59.0;44.79;2642.61;2642.61;0
40020556;57.6;34.54;1989.5;1989.5;0
40069572;67.0;44.79;3000.93;3000.93;0
40068577;30.7;34.54;1060.38;1060.38;0
40010648;60.4;44.79;2705.32;2705.32;0
40070518;58.3;34.54;2013.68;2013.68;0
40070012;49.4;44.79;2212.63;2212.63;0
40069475;30.2;44.79;1352.66;1352.66;0
40069711;37.5;44.79;1679.63;1679.63;0
40068338;40.4;34.54;1395.42;1395.42;0
40069105;58.3;34.54;2013.68;2013.68;0
40069649;69.1;44.79;3094.99;3094.99;0
40068598;49.9;34.54;1723.55;1723.55;0
40069053;56.5;34.54;1951.51;1951.51;0
40069436;59.7;44.79;2673.96;2673.96;0
40068807;46.8;34.54;1616.47;1616.47;0
40069726;37.5;44.79;1679.63;1679.63;0
40070057;47.4;44.79;2123.05;2123.05;0
40069401;48.7;44.79;2181.27;2181.27;0
40070526;48.9;34.54;1689.01;1689.01;0
40068213;30.2;34.54;1043.11;1043.11;0
40069660;52.5;44.79;2351.48;2351.48;0
40036849;68.7;44.79;3077.07;3077.07;0
40013309;68.3;34.54;2359.08;2359.08;0
40069823;57.7;34.54;1992.96;1992.96;0
40010641;32.5;44.79;1455.68;1455.68;0
40070051;60.4;44.79;2705.32;2705.32;0
40023388;37.9;34.54;1309.07;1309.07;0
40069791;58.2;34.54;2010.23;2010.23;0
40013321;69.1;34.54;2386.71;2386.71;0
40013277;67.9;34.54;2345.27;2345.27;0
40068975;61.8;34.54;2134.57;2134.57;0
40020507;40.6;34.54;1402.32;1402.32;0
40069896;57.8;34.54;1996.41;1996.41;0
40068341;41.8;34.54;1443.77;1443.77;0
40069004;46.5;34.54;1606.11;1606.11;0
40069816;57.6;34.54;1989.5;1989.5;0
40068316;47.5;44.79;2127.53;2127.53;0
40069559;68.2;44.79;3054.68;3054.68;0
40010643;59.6;44.79;2669.48;2669.48;0
40070063;46.3;44.79;2073.78;2073.78;0
40069403;61.0;44.79;2732.19;2732.19;0
40069824;32.4;34.54;1119.1;1119.1;0
40068131;23.6;30.86;728.3;728.3;0
40070507;61.8;34.54;2134.57;2134.57;0
40069938;49.2;34.54;1699.37;1699.37;0
40068995;46.9;34.54;1619.93;1619.93;0
40069445;48.3;44.79;2163.36;2163.36;0
40020509;51.0;34.54;1761.54;1761.54;0
40070017;45.7;44.79;2046.9;2046.9;0
40068647;35.8;29.99;1073.64;1073.64;0
40010692;44.3;44.79;1984.2;1984.2;0
40069996;57.6;44.79;2579.9;2579.9;0
40069831;48.5;34.54;1675.19;1675.19;0
40068765;40.1;34.54;1385.05;1385.05;0
40068958;40.4;34.54;1395.42;1395.42;0
40069446;60.6;44.79;2714.27;2714.27;0
40070071;37.7;44.79;1688.58;1688.58;0
40010595;58.1;44.79;2602.3;2602.3;0
40069219;48.4;34.54;1671.74;1671.74;0
40069646;69.2;44.79;3099.47;3099.47;0
40036870;53.3;44.79;2387.31;2387.31;0
40067823;54.7;30.86;1688.04;1688.04;0
40068749;43.6;34.54;1505.94;1505.94;0
40013273;67.7;34.54;2338.36;2338.36;0
40068625;35.7;29.99;1070.64;1070.64;0
40068310;60.6;44.79;2714.27;2714.27;0
40010620;32.4;44.79;1451.2;1451.2;0
40068301;62.7;44.79;2808.33;2808.33;0
40020519;86.1;34.54;2973.89;2973.89;0
40020520;28.2;34.54;974.03;974.03;0
40069444;55.1;44.79;2467.93;2467.93;0
40070561;41.2;33.67;1387.2;1387.2;0
40036760;48.25;30.86;1489.0;1489.0;0
40013322;39.0;34.54;1347.06;1347.06;0
40069080;49.2;34.54;1699.37;1699.37;0
40069960;57.3;34.54;1979.14;1979.14;0
40069640;52.5;44.79;2351.48;2351.48;0
40069876;31.8;34.54;1098.37;1098.37;0
40068382;30.9;34.54;1067.29;1067.29;0
40069576;67.0;44.79;3000.93;3000.93;0
40068813;30.3;34.54;1046.56;1046.56;0
40069411;49.7;44.79;2226.06;2226.06;0
40069793;32.6;34.54;1126.0;1126.0;0
40069912;58.0;34.54;2003.32;2003.32;0
40020568;72.5;34.54;2504.15;2504.15;0
40069082;32.4;34.54;1119.1;1119.1;0
40020517;53.4;34.54;1844.44;1844.44;0
40069196;57.7;34.54;1992.96;1992.96;0
40069846;48.9;34.54;1689.01;1689.01;0
40010476;60.1;44.79;2691.88;2691.88;0
40069208;57.5;34.54;1986.05;1986.05;0
40069714;37.3;44.79;1670.67;1670.67;0
40068570;39.4;34.54;1360.88;1360.88;0
40070584;60.0;44.79;2687.4;2687.4;0
40069426;49.3;44.79;2208.15;2208.15;0
40068735;44.0;34.54;1519.76;1519.76;0
40070459;46.6;34.54;1609.56;1609.56;0
40036855;69.2;44.79;3099.47;3099.47;0
40023402;56.9;34.54;1965.33;1965.33;0
40068271;75.4;44.79;3377.17;3377.17;0
40069619;67.4;44.79;3018.85;3018.85;0
40069650;69.2;44.79;3099.47;3099.47;0
40070066;59.5;44.79;2665.01;2665.01;0
40069887;57.7;34.54;1992.96;1992.96;0
40036842;36.0;44.79;1612.44;1612.44;0
40068983;61.5;34.54;2124.21;2124.21;0
40036892;45.7;44.79;2046.9;2046.9;0
40069103;58.4;34.54;2017.14;2017.14;0
40068951;51.6;34.54;1782.26;1782.26;0
40068375;30.8;34.54;1063.83;1063.83;0
40069029;40.2;34.54;1388.51;1388.51;0
40010526;14.6;44.79;653.93;653.93;0
40010525;44.8;44.79;2006.59;2006.59;0
40069645;69.4;44.79;3108.43;3108.43;0
40069493;35.8;44.79;1603.48;1603.48;0
40070453;40.5;34.54;1398.87;1398.87;0
40070049;46.2;44.79;2069.3;2069.3;0
40020561;57.8;34.54;1996.41;1996.41;0
40068200;53.8;34.54;1858.25;1858.25;0
40069491;47.9;44.79;2145.44;2145.44;0
40070587;60.5;44.79;2709.8;2709.8;0
40068656;36.9;29.99;1106.63;1106.63;0
40069169;57.5;34.54;1986.05;1986.05;0
40069666;52.5;44.79;2351.48;2351.48;0
40068558;40.4;34.54;1395.42;1395.42;0
40069083;48.8;34.54;1685.55;1685.55;0
40010598;59.8;44.79;2678.44;2678.44;0
40069462;48.1;44.79;2154.4;2154.4;0
40070594;61.0;44.79;2732.19;2732.19;0
40036887;48.8;34.54;1685.55;1685.55;0
40068366;31.0;34.54;1070.74;1070.74;0
40010667;44.6;44.79;1997.63;1997.63;0
40070036;46.5;44.79;2082.74;2082.74;0
40069627;69.9;44.79;3130.82;3130.82;0
40068646;22.3;29.99;668.78;668.78;0
40020613;32.5;34.54;1122.55;1122.55;0
40036876;32.2;34.54;1112.19;1112.19;0
40020497;79.0;34.54;2728.66;2728.66;0
40010504;47.6;44.79;2132.0;2132.0;0
40069604;68.7;44.79;3077.07;3077.07;0
40069694;52.1;44.79;2333.56;2333.56;0
40068383;30.8;34.54;1063.83;1063.83;0
40068206;42.3;34.54;1461.04;1461.04;0
40069929;57.9;34.54;1999.87;1999.87;0
40010563;59.6;44.79;2669.48;2669.48;0
40069967;57.6;34.54;1989.5;1989.5;0
40020536;58.1;34.54;2006.77;2006.77;0
40036893;44.8;44.79;2006.59;2006.59;0
40069406;48.3;44.79;2163.36;2163.36;0
40069698;68.7;44.79;3077.07;3077.07;0
40069741;37.3;44.79;1670.67;1670.67;0
40069683;37.1;44.79;1661.71;1661.71;0
40069843;48.6;34.54;1678.64;1678.64;0
40010487;68.2;44.79;3054.68;3054.68;0
40068195;42.9;34.54;1481.77;1481.77;0
40068699;58.4;34.54;2017.14;2017.14;0
40068947;40.6;34.54;1402.32;1402.32;0
40068993;46.6;34.54;1609.56;1609.56;0
40069999;45.1;44.79;2020.03;2020.03;0
40068586;30.6;34.54;1056.92;1056.92;0
40068959;51.0;34.54;1761.54;1761.54;0
40069562;67.7;44.79;3032.28;3032.28;0
40069797;32.3;34.54;1115.64;1115.64;0
40068658;36.9;29.99;1106.63;1106.63;0
40069986;61.9;44.79;2772.5;2772.5;0
40023369;56.9;34.54;1965.33;1965.33;0
40069148;32.7;34.54;1129.46;1129.46;0
40070058;59.7;44.79;2673.96;2673.96;0
40013300;68.3;34.54;2359.08;2359.08;0
40069440;61.2;44.79;2741.15;2741.15;0
40069474;35.4;44.79;1585.57;1585.57;0
40068268;59.9;44.79;2682.92;2682.92;0
40069687;69.4;44.79;3108.43;3108.43;0
40010502;44.0;44.79;1970.76;1970.76;0
40069609;37.5;44.79;1679.63;1679.63;0
40068280;46.0;44.79;2060.34;2060.34;0
40068711;61.8;34.54;2134.57;2134.57;0
40068708;61.6;34.54;2127.66;2127.66;0
40068367;30.9;34.54;1067.29;1067.29;0
40068123;81.0;30.86;2499.66;2499.66;0
40010490;44.3;44.79;1984.2;1984.2;0
40070583;60.6;44.79;2714.27;2714.27;0
40069136;57.4;34.54;1982.6;1982.6;0
40010688;59.4;44.79;2660.53;2660.53;0
40068549;30.3;34.54;1046.56;1046.56;0
40068572;30.5;34.54;1053.47;1053.47;0
40036829;35.1;29.99;1052.65;1052.65;0
40068392;30.7;34.54;1060.38;1060.38;0
40069566;84.9;44.79;3802.67;3802.67;0
40069488;61.2;44.79;2741.15;2741.15;0
40069922;32.2;34.54;1112.19;1112.19;0
40069891;48.1;34.54;1661.37;1661.37;0
40023379;49.0;34.54;1692.46;1692.46;0
40010655;59.8;44.79;2678.44;2678.44;0
40069428;48.5;44.79;2172.32;2172.32;0
40069555;51.1;44.79;2288.77;2288.77;0
40010553;47.1;44.79;2109.61;2109.61;0
40023390;56.7;34.54;1958.42;1958.42;0
40010503;68.5;44.79;3068.12;3068.12;0
40020551;74.4;34.54;2569.78;2569.78;0
40068638;36.5;29.99;1094.64;1094.64;0
40068727;44.4;34.54;1533.58;1533.58;0
40067819;36.8;30.86;1135.65;1135.65;0
40069417;61.5;44.79;2754.59;2754.59;0
40020588;56.9;34.54;1965.33;1965.33;0
40068372;31.0;34.54;1070.74;1070.74;0
40069993;58.8;44.79;2633.65;2633.65;0
40020638;81.0;34.54;2797.74;2797.74;0
40069570;36.2;44.79;1621.4;1621.4;0
40068283;47.7;44.79;2136.48;2136.48;0
40020637;54.0;34.54;1865.16;1865.16;0
40069804;49.3;34.54;1702.82;1702.82;0
40069146;48.4;34.54;1671.74;1671.74;0
40069425;62.0;44.79;2776.98;2776.98;0
40010644;60.2;44.79;2696.36;2696.36;0
40068566;39.6;34.54;1367.78;1367.78;0
40068767;39.9;34.54;1378.15;1378.15;0
40069657;69.1;44.79;3094.99;3094.99;0
40010661;32.3;44.79;1446.72;1446.72;0
40069819;57.3;34.54;1979.14;1979.14;0
40020508;79.2;34.54;2735.57;2735.57;0
40069855;48.0;34.54;1657.92;1657.92;0
40069626;55.7;44.79;2494.8;2494.8;0
40069770;69.9;44.79;3130.82;3130.82;0
40069697;52.2;44.79;2338.04;2338.04;0
40020575;73.1;34.54;2524.87;2524.87;0
40010586;59.9;44.79;2682.92;2682.92;0
40068357;31.1;34.54;1074.19;1074.19;0
40068201;43.8;34.54;1512.85;1512.85;0
40069039;48.1;34.54;1661.37;1661.37;0
40069079;32.7;34.54;1129.46;1129.46;0
40069213;50.2;34.54;1733.91;1733.91;0
40068273;47.1;44.79;2109.61;2109.61;0
40036872;69.3;44.79;3103.95;3103.95;0
40068769;40.9;34.54;1412.69;1412.69;0
40070585;48.8;44.79;2185.75;2185.75;0
40070559;40.9;33.67;1377.1;1377.1;0
40070060;46.1;44.79;2064.82;2064.82;0
40069802;57.0;34.54;1968.78;1968.78;0
40020604;58.4;34.54;2017.14;2017.14;0
40070038;60.0;44.79;2687.4;2687.4;0
40068336;40.5;34.54;1398.87;1398.87;0
40068637;35.9;29.99;1076.64;1076.64;0
40070558;54.6;33.67;1838.38;1838.38;0
40068793;45.3;34.54;1564.66;1564.66;0
40069151;32.6;34.54;1126.0;1126.0;0
40069134;32.1;34.54;1108.73;1108.73;0
40020586;64.4;34.54;2224.38;2224.38;0
40068700;40.0;34.54;1381.6;1381.6;0
40069546;36.0;44.79;1612.44;1612.44;0
40068343;41.0;34.54;1416.14;1416.14;0
40036885;48.9;34.54;1689.01;1689.01;0
40069652;51.8;44.79;2320.12;2320.12;0
40069670;52.5;44.79;2351.48;2351.48;0
40010508;48.2;44.79;2158.88;2158.88;0
40069000;43.5;34.54;1502.49;1502.49;0
40069049;48.2;34.54;1664.83;1664.83;0
40013290;38.6;34.54;1333.24;1333.24;0
40069001;46.5;34.54;1606.11;1606.11;0
40069584;36.4;44.79;1630.36;1630.36;0
40069658;67.5;44.79;3023.33;3023.33;0
40069676;37.1;44.79;1661.71;1661.71;0
40010617;47.2;44.79;2114.09;2114.09;0
40068313;61.5;44.79;2754.59;2754.59;0
40068557;30.3;34.54;1046.56;1046.56;0
40068945;30.4;34.54;1050.02;1050.02;0
40069893;32.2;34.54;1112.19;1112.19;0
40070458;43.2;34.54;1492.13;1492.13;0
40036776;42.5;34.54;1467.95;1467.95;0
40068277;48.0;44.79;2149.92;2149.92;0
40069615;37.5;44.79;1679.63;1679.63;0
40069864;48.4;34.54;1671.74;1671.74;0
40069910;32.7;34.54;1129.46;1129.46;0
40013283;53.3;34.54;1840.98;1840.98;0
40069077;49.5;34.54;1709.73;1709.73;0
40069210;48.3;34.54;1668.28;1668.28;0
40069883;50.5;34.54;1911.89;1744.27;0
40069886;48.7;34.54;1682.1;1682.1;0
40023380;29.8;34.54;1029.29;1029.29;0
40070519;57.8;34.54;1996.41;1996.41;0
40068712;44.1;34.54;1523.21;1523.21;0
